emission rate,date,"Latitude, Longitude"
2376.207687,2019-12-03 10:24:01,"(31.67506908389975, 5.8976261315144045)"
6300.871824,2019-12-05 10:13:09,"(31.6585802589571, 5.893107909480965)"
14397.44345,2019-12-08 10:23:19,"(31.663809459615756, 5.916885464213148)"
2951.792734,2019-12-10 10:14:11,"(31.65763435112178, 5.902987968866652)"
7148.70797,2019-12-13 10:24:21,"(31.65839136601745, 5.909336699193387)"
3206.075408,2019-12-15 10:13:29,"(31.659587913706, 5.904313810916312)"
4798.298883,2019-12-18 10:23:39,"(31.658288020107957, 5.905960055558261)"
6617.38447,2019-12-20 10:14:31,"(31.677394479522206, 5.922160711889293)"
4331.032453,2019-12-30 10:14:21,"(31.658734816321505, 5.902178850667608)"
4616.312682,2020-01-02 10:24:21,"(31.659900333885638, 5.906431963845781)"
1134.285049,2020-01-02 10:24:21,"(31.618039214822065, 5.970038617153516)"
6723.029438,2020-01-04 10:13:19,"(31.67092442291189, 5.913312404151819)"
4323.599613,2020-01-04 10:13:19,"(31.630402915842804, 5.981180996288253)"
18688.80608,2020-01-07 10:23:19,"(31.659607106318468, 5.9034710399986805)"
25302.3068,2020-01-07 10:23:19,"(31.616320447203726, 5.966401429805583)"
4461.889208,2020-01-14 10:12:59,"(31.659100038840737, 5.90197937115593)"
5097.53727,2020-01-17 10:22:49,"(31.657951596124093, 5.904895385421366)"
12123.46732,2020-01-19 10:13:31,"(31.666397604539846, 5.906212707871033)"
8923.039598,2020-01-22 10:23:21,"(31.65978252213305, 5.903687342082913)"
1464.237804,2020-01-27 10:22:09,"(31.657254735788626, 5.903819504226711)"
8082.631872,2020-01-29 10:12:51,"(31.659895531325432, 5.906642656757788)"
2560.753364,2020-02-01 10:22:41,"(31.641102588775425, 5.900365778656506)"
4005.721056,2020-02-06 10:21:09,"(31.659096998534892, 5.894178143276714)"
5445.232973,2020-02-11 10:21:41,"(31.64191917674991, 5.896175098389659)"
2929.604693,2020-02-16 10:20:19,"(31.65978252213305, 5.903687342082913)"
669.096748,2020-02-18 10:10:51,"(31.662182850713652, 5.901231882167422)"
6299.145962,2020-02-23 10:09:19,"(31.659479643503712, 5.901147811467629)"
1881.806401,2020-02-26 10:19:09,"(31.64628567550658, 5.902424134084343)"
7153.448644,2020-02-28 10:10:21,"(31.659583114684914, 5.904524503520041)"
8260.752925,2020-03-02 10:20:21,"(31.6751145137126, 5.919347862378312)"
646.461043,2020-03-04 10:10:19,"(31.65739175547046, 5.905721301982775)"
3315.898974,2020-03-07 10:17:59,"(31.65925627342821, 5.903038438263907)"
4650.043461,2020-03-12 10:20:21,"(31.662480924601283, 5.903982186551123)"
9917.946188,2020-03-14 10:10:19,"(31.658648446340223, 5.905971282386715)"
2380.060801,2020-03-22 10:20:21,"(31.656809978159835, 5.899588942585532)"
13351.98547,2020-03-24 10:06:49,"(31.66392931172769, 5.895804042511195)"
3456.377262,2020-03-27 10:16:29,"(31.659809025872526, 5.9104351205663965)"
5870.285353,2020-04-01 10:20:21,"(31.66230550976128, 5.9037658772728285)"
1336.153026,2020-04-06 10:15:59,"(31.664605080152622, 5.905735146837224)"
4033.224034,2020-04-08 10:10:21,"(31.662055350770867, 5.898908588849087)"
9674.411908,2020-04-11 10:20:21,"(31.65841753108395, 5.900271423776643)"
4356.459015,2020-04-18 10:10:31,"(31.659996312179597, 5.902218095044908)"
1874.770831,2020-04-21 10:20:21,"(31.667401987421737, 5.909617757331965)"
3302.348377,2020-04-23 10:05:49,"(31.65232377825924, 5.898606230829944)"
1629.023951,2020-04-26 10:15:49,"(31.65705532878332, 5.90465664304784)"
3050.292386,2020-04-28 10:10:31,"(31.66427538297693, 5.896447346860088)"
135.5699772,2020-05-01 10:20:31,"(31.658521027878898, 5.903648078182475)"
2263.61089,2020-05-03 10:05:49,"(31.65815100512661, 5.904058239346773)"
953.1294129,2020-05-06 10:15:59,"(31.661452406944267, 5.901630856986714)"
1847.458813,2020-05-11 10:20:31,"(31.657278720030842, 5.902766066314928)"
1390.788958,2020-05-11 10:20:31,"(31.651483104096197, 5.903850716207546)"
1446.027266,2020-05-13 10:05:59,"(31.665325932023787, 5.905757604492848)"
3132.285601,2020-05-16 10:15:59,"(31.658833460764267, 5.905766205247109)"
472.6472248,2020-05-18 10:10:31,"(31.654106764733157, 5.899504937064906)"
2123.362813,2020-05-21 10:20:31,"(31.654465126646862, 5.9075276313637834)"
570.7482113,2020-05-26 10:15:59,"(31.65787209688099, 5.9004653062659935)"
2905.97476,2020-05-28 10:10:31,"(31.659104833594824, 5.90176867916598)"
856.6470625,2020-05-31 10:20:31,"(31.655457397754663, 5.903552733248837)"
1691.926848,2020-06-02 10:05:59,"(31.655103573338636, 5.895319263837195)"
2988.231662,2020-06-05 10:15:59,"(31.656723689816047, 5.9033813048529415)"
1656.817604,2020-06-07 10:10:31,"(31.66483572716584, 5.911435378638067)"
2108.147884,2020-06-10 10:20:31,"(31.65620702881428, 5.902311054697907)"
3249.826872,2020-06-12 10:05:59,"(31.659080856352556, 5.902822138613353)"
2076.567619,2020-06-15 10:15:59,"(31.6496617778898, 5.904637321784172)"
907.311521,2020-06-17 10:10:31,"(31.66812031070515, 5.90183830228915)"
2170.221808,2020-06-20 10:20:31,"(31.655752640967485, 5.898501914338988)"
70.18693187,2020-06-22 10:05:59,"(31.65535389172539, 5.900176190010509)"
3473.007932,2020-06-25 10:15:59,"(31.66282888058998, 5.896613279384252)"
2618.310686,2020-06-30 10:20:31,"(31.65891982510118, 5.901973765322399)"
970.6435175,2020-07-02 10:05:59,"(31.66175768750563, 5.911971843157611)"
2549.889493,2020-07-05 10:15:59,"(31.658564192257455, 5.901751863032896)"
1746.585465,2020-07-07 10:10:31,"(31.659635884821498, 5.902206882114487)"
3153.028022,2020-07-10 10:20:31,"(31.6578912631535, 5.89962254795561)"
3057.879285,2020-07-12 10:05:59,"(31.663405981082203, 5.902956732631728)"
785.9168974,2020-07-17 10:10:31,"(31.65912880215749, 5.90071521846285)"
3963.916724,2020-07-20 10:20:31,"(31.658592952886895, 5.900487717339367)"
2301.252259,2020-07-22 10:05:59,"(31.660166934202575, 5.902645090181612)"
6466.17744,2020-07-25 10:15:59,"(31.659261069951803, 5.902827746119555)"
1446.332488,2020-07-27 10:10:31,"(31.666810841892854, 5.903906143190844)"
9365.913768,2020-07-30 10:20:31,"(31.65940958997791, 5.896296264739181)"
3701.566588,2020-08-01 10:05:59,"(31.658701241361737, 5.903653687160319)"
4726.823431,2020-08-09 10:20:31,"(31.658682048032542, 5.904496449764752)"
399915.4638,2019-09-06 7:36:11,"(62.95035520173618, 62.01697241577844)"
3100.016176,2019-06-30 17:29:09,"(32.401018282263955, -103.38793793510136)"
2556.204249,2019-07-10 17:29:09,"(32.400321332469275, -103.38986402418745)"
9477.501025,2019-07-20 17:29:09,"(32.403335654704065, -103.38577033626605)"
1580.051634,2017-10-12 10:30:09,"(32.84149609261034, 3.2426586241402355)"
3847.877396,2017-11-06 10:32:21,"(32.84041238466074, 3.2432968109297926)"
6275.982108,2017-11-26 10:33:51,"(32.84113527155056, 3.242657642423167)"
2748.371144,2017-12-01 10:33:59,"(32.8405936253813, 3.242869880946481)"
3432.02669,2017-12-01 10:33:59,"(32.83571711745875, 3.245634709911636)"
3801.033426,2017-12-16 10:34:31,"(32.84185400406242, 3.244155604427495)"
9848.976029,2017-12-21 10:34:29,"(32.83807077104127, 3.24136706835659)"
5455.795772,2017-12-26 10:34:31,"(32.84113402680865, 3.243298779498783)"
3129.655639,2018-01-05 10:34:21,"(32.841660493391636, 3.2507802309637737)"
4341.895585,2018-01-25 10:33:21,"(32.84221938928237, 3.241805727756175)"
2885.991727,2018-02-04 10:32:21,"(32.84095444646667, 3.242870863501837)"
2125.743487,2018-02-14 10:31:31,"(32.84113527155056, 3.242657642423167)"
1926.452365,2018-02-14 10:31:31,"(32.835526108131184, 3.2509766843505163)"
1599.642714,2018-02-19 10:30:49,"(32.84221440791972, 3.2443703071579475)"
4517.595057,2018-06-04 10:30:21,"(32.83950991624039, 3.2435080587766523)"
7202.797701,2018-06-24 10:30:21,"(32.841495263135926, 3.2430860505908847)"
2424.826855,2018-07-04 10:30:21,"(32.842940204701016, 3.2422351177985034)"
3276.301134,2018-09-02 10:30:21,"(32.8420369095976, 3.2428738112731255)"
105.2749759,2018-09-02 10:30:21,"(32.840233218809864, 3.2426551882071513)"
2394.033314,2018-09-07 10:30:19,"(32.84113568573467, 3.2424439300558627)"
8796.760572,2018-10-02 10:30:21,"(32.837350773987325, 3.2405103023551893)"
3460.434311,2018-10-22 10:30:51,"(32.84131568208306, 3.2426581332795106)"
2750.525114,2018-11-21 10:33:31,"(32.84185649908883, 3.2428733199669497)"
2427.260761,2018-12-26 10:34:39,"(32.841503899812224, 3.238598071989541)"
4986.619554,2018-12-31 10:34:31,"(32.839695290176024, 3.2409440443350896)"
12457.24402,2019-01-05 10:34:29,"(32.838251181679446, 3.2413675565450997)"
5138.81599,2019-01-10 10:34:11,"(32.83896660098371, 3.2445751169117765)"
4320.21182,2019-01-15 10:33:59,"(32.840959396935595, 3.2403063200459865)"
3957.900162,2019-02-09 10:32:01,"(32.83896366872795, 3.2460710667715458)"
4322.792159,2019-02-19 10:30:51,"(32.839876522897754, 3.2405171129414323)"
2938.850686,2019-03-01 10:30:21,"(32.84095403155554, 3.243084575428086)"
1392.119895,2019-03-16 10:30:19,"(32.84185732784474, 3.2424458917783197)"
2708.883722,2019-04-30 10:30:31,"(32.839514879573905, 3.240943556976247)"
5294.754828,2019-05-05 10:30:29,"(32.838250769365345, 3.241581262018057)"
5074.94513,2019-06-29 10:30:31,"(32.842581035431486, 3.241379274376386)"
1828.906539,2019-07-19 10:30:31,"(32.84113733882178, 3.2415890805429193)"
3311.770028,2019-07-29 10:30:31,"(32.8438418432172, 3.2424512868761517)"
3070.786454,2019-08-03 10:30:29,"(32.84131526753117, 3.2428718460747294)"
1848.746998,2019-08-08 10:30:31,"(32.8429389620633, 3.2428762678697685)"
3406.088365,2019-09-17 10:30:21,"(32.84420266412621, 3.2424522678599295)"
3362.403473,2019-09-22 10:30:19,"(32.84401892961789, 3.244161531518806)"
3829.536988,2019-09-27 10:30:21,"(32.842939376640835, 3.2426625511837264)"
10333.08904,2019-10-02 10:30:19,"(32.84095486101286, 3.2426571515712035)"
8779.509103,2019-10-07 10:30:21,"(32.84113485700152, 3.242871354786091)"
2609.819786,2019-10-12 10:30:29,"(32.84203897876458, 3.2418052386071845)"
2751.577446,2019-11-01 10:30:59,"(32.84113568573467, 3.2424439300558627)"
10222.28125,2019-11-26 10:33:51,"(32.84113444208755, 3.243085067144631)"
5913.55333,2019-12-11 10:33:29,"(32.84131568208306, 3.2426581332795106)"
1692.331961,2019-12-16 10:34:31,"(32.84203773835923, 3.242446382219875)"
4250.899835,2020-01-05 10:34:21,"(32.84131939662799, 3.2407347179258923)"
1944.859745,2020-01-15 10:34:01,"(32.84185566887312, 3.2433007481380436)"
4325.975215,2020-01-30 10:31:59,"(32.84113527155056, 3.242657642423167)"
2718.937054,2020-02-09 10:30:59,"(32.839695701418066, 3.2407303353911012)"
6963.431132,2020-02-14 10:31:21,"(32.84131609627001, 3.242444420479912)"
1977.173847,2020-02-19 10:29:49,"(32.84113527155056, 3.242657642423167)"
4237.807257,2020-02-24 10:30:21,"(32.84131568208306, 3.2426581332795106)"
2482.570981,2020-04-04 10:30:21,"(32.841317336641275, 3.2418032820548723)"
3748.030391,2020-04-24 10:30:21,"(32.84149650680014, 3.242444910908338)"
4389.124693,2020-04-29 10:25:59,"(32.838250769365345, 3.241581262018057)"
2460.918669,2020-05-04 10:30:31,"(32.84294061818367, 3.2420214010993305)"
1489.997676,2020-07-03 10:30:31,"(32.84222227080824, 3.2403097228144344)"
3187.035844,2020-08-02 10:30:31,"(32.839695290176024, 3.2409440443350896)"
990.7404621,2020-08-07 10:25:59,"(32.84149650680014, 3.242444910908338)"
2015.080961,2020-08-17 10:25:59,"(32.84113527155056, 3.242657642423167)"
8154.179411,2019-12-22 17:37:31,"(32.278875151854976, -104.16990337264184)"
6854.338911,2019-04-06 6:36:29,"(36.47362504660903, 61.45639247281169)"
22425.1052,2019-04-11 6:36:31,"(36.4749098050214, 61.45815282808666)"
12638.39812,2019-05-26 6:36:39,"(36.47218602161537, 61.45664423621008)"
6137.089171,2019-06-10 6:36:31,"(36.47255515797978, 61.4573065852763)"
2519.577113,2019-06-20 6:36:31,"(36.47185727152888, 61.45910618739768)"
3217.240994,2019-06-30 6:36:31,"(36.47276999300874, 61.45998101163953)"
3192.36275,2019-08-19 6:36:31,"(36.47273539705094, 61.45730301255692)"
4396.714038,2019-09-13 6:36:29,"(36.472389340996244, 61.458425985196584)"
5701.998312,2019-09-18 6:36:31,"(36.47490115097297, 61.45748331006013)"
6893.466153,2019-09-28 6:36:31,"(36.472386457411794, 61.45820281968658)"
710.4377084,2019-10-03 6:37:09,"(36.47273251134317, 61.45707984617297)"
4042.172199,2019-10-08 6:37:51,"(36.472389340996244, 61.458425985196584)"
5633.751927,2019-11-07 6:40:51,"(36.477404287431234, 61.455871032324666)"
8693.908393,2019-12-22 6:42:59,"(36.47650886929573, 61.456335269394806)"
8117.590576,2020-03-01 6:38:09,"(36.47710149547785, 61.46034176398069)"
59087.60154,2020-05-05 6:36:31,"(36.43296274271707, 61.476831847818175)"
3536.21936,2020-05-30 6:36:29,"(36.46985445621004, 61.45758333041225)"
2125.215159,2020-06-04 6:36:31,"(36.47198267583566, 61.45486249748558)"
2412.463022,2020-06-09 6:36:29,"(36.472552272290876, 61.45708341940866)"
1273.071813,2020-06-14 6:36:31,"(36.47271807654749, 61.45596401472952)"
1398.31791,2020-06-19 6:36:29,"(36.471467951863445, 61.456881695418055)"
2761.676562,2020-06-24 6:36:31,"(36.46950263019046, 61.45825994532872)"
1890.884198,2020-06-29 6:36:29,"(36.47220910181922, 61.45842955527085)"
4642.581311,2020-07-04 6:36:31,"(36.47129925418263, 61.457777918025094)"
1628.714862,2020-07-14 6:36:31,"(36.455757423948135, 61.4136740931999)"
3862.20841,2020-07-24 6:36:31,"(36.46971456281286, 61.46071111238008)"
895.6832137,2020-07-29 6:36:29,"(36.470014491574624, 61.45601764865336)"
3287.446258,2020-08-03 6:36:31,"(36.47130502237652, 61.45822424275419)"
1894.162579,2020-08-08 6:36:29,"(36.47005487876133, 61.45914187027249)"
2265.281682,2020-08-13 6:36:31,"(36.471822656681255, 61.456428220817365)"
5155.669708,2020-09-22 6:36:31,"(36.471273276663815, 61.45576945831567)"
3422.063978,2020-10-22 6:39:31,"(36.44002954070127, 61.46553720825622)"
3144.330868,2020-11-01 6:40:31,"(36.474377737895786, 61.45883305476064)"
6007.053851,2020-11-06 6:40:49,"(36.47650886929573, 61.456335269394806)"
3069.624911,2020-11-11 6:41:21,"(36.472389340996244, 61.458425985196584)"
13278.46737,2021-01-15 6:42:19,"(36.48374439754062, 61.45820100654926)"
6707.526924,2021-01-30 6:41:21,"(36.47474398092052, 61.459272260551714)"
6070.474318,2021-02-09 6:40:21,"(36.47710149547785, 61.46034176398069)"
6557.384985,2021-03-11 6:37:01,"(36.47614839154051, 61.4563424202667)"
4891.841291,2021-03-31 6:36:21,"(36.474517577410204, 61.45570508345152)"
3137.147986,2021-04-10 6:36:21,"(36.47343036621188, 61.45528020646154)"
2633.541903,2021-04-15 6:36:19,"(36.4672211944261, 61.44915361835112)"
9211.422467,2021-04-20 6:36:21,"(36.47239222416358, 61.4586491507383)"
1111.507422,2021-04-25 6:36:19,"(36.473616382945586, 61.45572296639111)"
3042.099328,2021-05-10 6:36:31,"(36.47292140631828, 61.45774577370165)"
2814.254602,2021-05-15 6:36:29,"(36.47239222416358, 61.4586491507383)"
2698.661039,2021-05-20 6:36:31,"(36.47167703227803, 61.459109755827846)"
1997.907605,2017-12-27 6:43:01,"(36.47487288708653, 61.601468446974216)"
588.0214673,2017-12-27 6:43:01,"(36.41491592204444, 61.56261627174757)"
2027.726088,2018-01-01 6:42:49,"(36.47505313776332, 61.60146520777609)"
1032.185184,2018-06-05 6:36:31,"(36.483547233404224, 61.650206378185786)"
725.7654792,2018-06-10 6:36:29,"(36.42655364458808, 61.570879324690296)"
3296.18859,2018-06-15 6:36:31,"(36.49130573113188, 61.65074159424765)"
1211.475847,2018-06-25 6:36:31,"(36.490965408526364, 61.652533750631676)"
2025.877679,2018-06-25 6:36:31,"(36.419542576134354, 61.572569345492475)"
1318.563851,2018-06-30 6:36:29,"(36.43134276097251, 61.564321385602526)"
218.5202381,2018-07-05 6:36:31,"(36.41823008669131, 61.56835502498633)"
580.6247202,2018-07-15 6:36:31,"(36.408308316143426, 61.567867996949765)"
392.905866,2018-07-20 6:36:29,"(36.41926069459003, 61.564097706358005)"
1995.079642,2018-07-25 6:36:31,"(36.42799604246828, 61.55590528207392)"
175.5116318,2018-08-04 6:36:31,"(36.48264848791274, 61.65044522824865)"
1414.134036,2018-08-09 6:36:19,"(36.492397350974095, 61.65161579960766)"
790.4371121,2018-08-14 6:36:31,"(36.4774438180334, 61.652544680673294)"
321.8953467,2018-08-14 6:36:31,"(36.41889214665125, 61.563435275070994)"
1361.728249,2018-08-24 6:36:21,"(36.48137660624833, 61.649574273344236)"
1051.633845,2018-09-23 6:36:21,"(36.48354470779683, 61.649983161769796)"
524.8831063,2018-09-23 6:36:21,"(36.41141854584762, 61.556658344618256)"
1051.31654,2018-09-28 6:36:29,"(36.416209858609164, 61.565269202113036)"
1204.530215,2018-10-03 6:37:11,"(36.48248589770887, 61.65201084906902)"
272.5135797,2018-10-03 6:37:11,"(36.41319110957001, 61.56911668775204)"
1583.98921,2018-10-18 6:38:49,"(36.483181673615626, 61.649766202013275)"
3261.842814,2019-09-28 6:36:31,"(36.410370954808904, 61.58968888458682)"
836.0330703,2020-06-04 6:36:31,"(36.421017524417564, 61.56027302136847)"
502.5918468,2020-06-04 6:36:31,"(36.41246208975745, 61.56846089860853)"
1597.006205,2020-06-09 6:36:29,"(36.41871189724422, 61.56343859552641)"
1059.541597,2020-06-09 6:36:29,"(36.41103879535649, 61.57004837010388)"
2683.243023,2020-08-08 6:36:29,"(36.41798821580181, 61.56322885662194)"
568.5323113,2020-08-08 6:36:29,"(36.418318115393284, 61.57571475406113)"
1978.289795,2020-09-12 6:36:31,"(36.42125684601814, 61.565176345147584)"
1601.246496,2020-10-02 6:37:11,"(36.421076596544964, 61.56517966186561)"
3160.547212,2020-10-12 6:38:21,"(36.421262206252905, 61.565622405112904)"
1095.142942,2020-10-17 6:38:49,"(36.421259526343725, 61.5653993751155)"
2377.706139,2020-12-06 6:42:49,"(36.42125684601814, 61.565176345147584)"
1082.947057,2020-12-06 6:42:49,"(36.41331514141453, 61.564430223931254)"
4077.47926,2017-10-08 6:40:11,"(36.6252205024946, 61.695828627154505)"
2874.685438,2017-12-27 6:43:01,"(36.61310432995699, 61.676129264163684)"
7865.406072,2018-01-26 6:41:31,"(36.62543743091745, 61.69918002661642)"
3250.663081,2018-02-10 6:40:09,"(36.62899356967697, 61.69464664245794)"
1380.260528,2018-06-05 6:36:31,"(36.64663940140272, 61.72589507791724)"
1646.484889,2018-06-05 6:36:31,"(36.634249570970226, 61.7305730605118)"
2607.829252,2018-06-05 6:36:31,"(36.624855099113425, 61.69538744697078)"
708.534021,2018-06-05 6:36:31,"(36.5892538013249, 61.67139479708925)"
17522.84222,2018-08-24 6:36:21,"(36.62450927884263, 61.696735281440056)"
819.0511136,2018-08-29 6:36:19,"(36.64573573512172, 61.725686235078214)"
3298.692163,2018-09-03 6:36:21,"(36.64467094898419, 61.72726986531572)"
4220.535813,2018-09-13 6:36:21,"(36.62252649291841, 61.69676866558336)"
7126.187466,2018-09-18 6:36:19,"(36.62397830119381, 61.69763888617752)"
3435.541963,2018-10-03 6:37:11,"(36.62146208570445, 61.6983521974089)"
2176.745509,2018-10-03 6:37:11,"(36.61126799743885, 61.70590334113386)"
2930.566579,2018-10-03 6:37:11,"(36.60159943497906, 61.728872274427275)"
3354.375797,2018-10-03 6:37:11,"(36.58770271457526, 61.761740353102624)"
8608.400235,2018-10-08 6:37:39,"(36.62361534969256, 61.69742132802794)"
4991.719363,2019-01-16 6:42:19,"(36.627390882996046, 61.69646308212545)"
5979.10994,2019-07-30 6:36:31,"(36.62196859943856, 61.69521243650892)"
1799.292946,2019-08-19 6:36:31,"(36.6243241319837, 61.69629106475356)"
2538.457629,2019-09-03 6:36:29,"(36.62503045345366, 61.69493715312723)"
4342.851708,2019-09-08 6:36:31,"(36.623958730319885, 61.69584988731443)"
7783.776844,2019-09-18 6:36:31,"(36.62540565113127, 61.69627284776158)"
6306.908934,2019-11-17 6:41:41,"(36.624869785300426, 61.6967292112451)"
1568.175217,2019-12-22 6:42:59,"(36.60341472159108, 61.6966430690276)"
9600.157751,2019-12-27 6:43:01,"(36.604323325340864, 61.69729860835428)"
21546.14827,2020-03-01 6:38:09,"(36.618138060283606, 61.74134884519737)"
647.9319952,2020-06-09 6:36:29,"(36.63312967013282, 61.67735256529378)"
1104.527525,2020-06-14 6:36:31,"(36.62521070654047, 61.694934113798766)"
916.9658837,2020-06-14 6:36:31,"(36.61177958811653, 61.70321121946579)"
1122.96931,2020-06-19 6:36:29,"(36.64663940140272, 61.72589507791724)"
1627.549006,2020-06-19 6:36:29,"(36.624850051481125, 61.72826687256788)"
2354.171268,2020-06-24 6:36:31,"(36.644666167700926, 61.72682249061467)"
3071.553185,2020-06-24 6:36:31,"(36.623609730368365, 61.730300243611154)"
2703.788476,2020-06-24 6:36:31,"(36.620184872186925, 61.730356418442426)"
907.8111682,2020-06-29 6:36:29,"(36.609922191011044, 61.7316428225074)"
1303.664157,2020-06-29 6:36:29,"(36.599799257075475, 61.72912540876831)"
3617.40571,2020-07-19 6:36:29,"(36.61762796469747, 61.74426457350303)"
3379.831494,2020-08-08 6:36:29,"(36.62503030693828, 61.72826391086681)"
1132.057248,2020-08-28 6:36:29,"(36.65600489936102, 61.708287530165656)"
2829.178268,2020-08-28 6:36:29,"(36.61425926923662, 61.699144205609464)"
5327.934101,2020-09-17 6:36:29,"(36.622734642835276, 61.732774894827195)"
9082.86945,2020-11-06 6:40:49,"(36.650967091295826, 61.676376292062756)"
3538.955752,2020-11-16 6:41:39,"(36.64681726289443, 61.725668414882236)"
9383.77059,2019-08-04 17:29:01,"(31.400848016880126, -103.43220551278318)"
19935.21451,2020-10-07 17:32:11,"(31.583302367413832, -102.15978358999317)"
10278.6871,2020-10-09 17:21:39,"(31.584383721226484, -102.15975076650162)"
5620.637389,2020-11-06 17:35:31,"(31.583676866179164, -102.1604042496825)"
12501.79234,2019-08-04 17:29:01,"(31.401564413088725, -103.43177290392866)"
20906.20074,2020-08-31 17:39:11,"(40.1222913229244, -104.38796473712219)"
2332.312597,2018-11-27 17:36:41,"(31.95364305137637, -103.66961674549547)"
23712.20963,2020-07-01 6:26:31,"(38.825556242604826, 64.8644747960845)"
5156.939818,2021-01-20 6:42:11,"(36.568727376745855, 61.6737580605153)"
3774.211398,2021-04-20 6:36:21,"(36.56748051331244, 61.67512039532455)"
1346.764549,2021-05-10 6:36:31,"(36.566912407963244, 61.67267159127362)"
800.9104673,2021-05-15 6:36:29,"(36.60622745178664, 61.75741916841546)"
2455.074802,2019-05-10 8:46:01,"(31.099861919738768, 26.692030695398703)"
1629.709642,2020-05-04 8:46:01,"(31.09968196149856, 26.69224099161732)"
4117.276931,2021-03-10 8:48:01,"(31.075835361375145, 26.68162501272086)"
2391.087345,2021-03-15 8:47:19,"(31.075653865907903, 26.681206292093695)"
3223.447465,2021-04-24 8:45:59,"(31.07619472618082, 26.680994823460725)"
2071.292495,2021-05-14 8:45:59,"(31.073301647550934, 26.67869824985606)"
2302.731159,2021-05-24 8:45:59,"(31.073125355576426, 26.68037609987388)"
2280.374594,2021-05-29 8:46:01,"(31.073132081462738, 26.683101620805203)"
1614.835986,2021-06-08 8:46:01,"(31.075835361375145, 26.68162501272086)"
2002.354377,2021-07-28 8:46:01,"(31.098773633337142, 26.689727357371314)"
1653.789514,2021-08-07 8:46:01,"(31.099495974244757, 26.689934724498837)"
1816.076313,2021-08-12 8:45:59,"(31.097874862698347, 26.69119825994405)"
1173.968337,2021-08-17 8:46:01,"(31.09949647850952, 26.690144438015245)"
4751.958373,2020-11-06 17:35:31,"(32.04853298510787, -104.04975731689858)"
6445.966774,2019-01-26 17:36:11,"(31.720328733636485, -103.79327555847954)"
3645.077671,2018-01-17 10:23:39,"(31.646578026276256, 5.857529717174018)"
1014.969562,2018-06-11 10:20:21,"(31.670394585837556, 5.8890461694602605)"
512.9763564,2018-06-16 10:20:19,"(31.669380107299244, 5.88606262119824)"
1820.010577,2018-07-28 10:10:31,"(31.629206515994593, 5.868169294655793)"
2519.737952,2018-07-31 10:20:21,"(31.630463320033847, 5.868418668514561)"
1795.30392,2018-08-02 10:10:19,"(31.630477525575163, 5.867786767396802)"
814.7824987,2018-08-10 10:20:21,"(31.630458584159747, 5.8686293021212705)"
2466.423207,2018-08-15 10:20:19,"(31.63121269406577, 5.875186659204022)"
3321.881033,2019-07-21 10:20:29,"(31.670048478378064, 5.888402845440789)"
954.6155052,2019-07-26 10:20:31,"(31.670228693969737, 5.888408427503808)"
1500.814756,2019-07-28 10:10:29,"(31.668104284297524, 5.886655726472391)"
1033.987271,2019-08-07 10:10:29,"(31.67021914523869, 5.888829866637735)"
2098.514701,2019-08-12 10:10:31,"(31.67003415486076, 5.889035002849089)"
1538.631389,2019-08-15 10:20:31,"(31.672458088430126, 5.885525268436393)"
1713.828171,2019-08-22 10:10:31,"(31.669394415827206, 5.88543046656017)"
940.0371563,2019-09-01 10:10:31,"(31.66950305750903, 5.888596817520425)"
824.6194551,2019-09-09 10:20:29,"(31.6715045241373, 5.887815335746304)"
943.4117645,2019-09-19 10:20:19,"(31.67254284314834, 5.8897453473345776)"
808.6985323,2019-09-24 10:20:21,"(31.67057002601623, 5.889262473094495)"
1331.317706,2019-09-29 10:20:29,"(31.670228693969737, 5.888408427503808)"
3006.650508,2019-10-01 10:10:31,"(31.669498283103554, 5.888807535439001)"
4738.987205,2019-10-09 10:20:29,"(31.65830242271457, 5.905327987169847)"
5146.029901,2019-10-11 10:10:31,"(31.65829958348696, 5.897526842746459)"
7264.084914,2019-10-14 10:20:31,"(31.659412498994197, 5.90409750822192)"
2732.058769,2019-10-16 10:10:29,"(31.65877316687339, 5.9004933202332275)"
5207.152876,2019-10-19 10:20:29,"(31.657985184724428, 5.903420562396097)"
5328.449441,2019-10-21 10:10:41,"(31.657785779915535, 5.9042577087186165)"
11869.57877,2019-10-24 10:21:11,"(31.658297622192872, 5.905538676682947)"
3980.343611,2019-10-26 10:10:29,"(31.65848263593456, 5.905333599342156)"
3303.932841,2019-10-29 10:20:39,"(31.65758156977478, 5.905305538983509)"
5539.617602,2019-10-31 10:11:41,"(31.65937410015065, 5.905783044801155)"
5424.232544,2019-11-03 10:22:11,"(31.660952790003652, 5.9077298238385785)"
5382.741671,2019-11-13 10:23:01,"(31.658292821323997, 5.905749366145753)"
4291.856898,2019-11-18 10:22:19,"(31.659890728418024, 5.906853349619479)"
11982.20646,2019-11-20 10:13:21,"(31.6592082890972, 5.905145356942933)"
18250.19836,2019-11-30 10:14:01,"(31.659013673899054, 5.905771818381491)"
8005.705249,2019-12-03 10:24:01,"(31.659393302349898, 5.9049402769138215)"
14800.7239,2019-12-05 10:13:09,"(31.65795970331822, 5.888661036997021)"
4818.609933,2019-12-08 10:23:19,"(31.66398485044293, 5.917101800080125)"
4273.398052,2019-12-10 10:14:11,"(31.656846314939422, 5.905915150256475)"
5312.616058,2019-12-13 10:24:21,"(31.658458629686255, 5.906387048432623)"
